film_editing	NN
oxidative_phosphorylation	NN
organic_process	NN
organization	NN
strain	VB
play	VB
take_on	VB
lancastrian_line	NN
royalty	NN
surface_mine	VB
mining	NN
tissue_plasminogen_activator	NN
fishing_vessel	NN
watercraft	NN
kick_back	VB
smoke	NN
horse's_foot	NN
hoof	NN
parenthood	NN
parent	NN
gui	NN
icon	NN
warder	NN
ward	VB
woodsia	NN
counterpoison	NN
meeting	NN
gathering	NN
caterpillar	NN
communication	NN
tilter	NN
rival	NN
prescribe	VB
sustainable	JJ
planning	NN
music	NN
show	NN
entertainment	NN
flea	NN
epizoon	NN
spotlight	VB
highlighter	NN
order_campanulales	NN
family_campanulaceae	NN
risk_taker	NN
venturer	NN
try_out	VB
taster	NN
nerium	NN
transmission_system	NN
clutch	NN
sprinkle	VB
unrealism	NN
abstractionist	NN
view	NN
waken	VB
arousal	NN
astrocyte	NN
niger_river	NN
lineup	NN
roster	NN
genus_disa	NN
seven_years'_war	NN
minden	NN
reconcile	VB
cannon	NN
prompt	VB
instigator	NN
genus_ageratina	NN
white_snakeroot	NN
rise	NN
rise	VB
family_adelgidae	NN
pineus	NN
valencia	NN
sanguification	NN
okra_plant	NN
okra	NN
hen	NN
gallus_gallus	NN
printing_process	NN
print	VB
separate	VB
projection	NN
eject	VB
satellite	NN
solar_panel	NN
foresee	VB
imagine	VB
piperales	NN
family_chloranthaceae	NN
leycesteria	NN
arbor	NN
treason	NN
treasonist	NN
table_mustard	NN
optative_mood	NN
mood	NN
sweat	VB
sweating	NN
touch_base	VB
interact	VB
order_haemosporidia	NN
reminder	NN
experience	NN
wanker	NN
wank	VB
suppress	VB
suppression	NN
naja	NN
reptile_genus	NN
chancre	NN
sore	NN
exchange	NN
chess_game	NN
oftenness	NN
frequent	JJ
lemon_oil	NN
pull	VB
perpetrator	NN
abdominal	JJ
abdominal_cavity	NN
invention	NN
plan	VB
gorgon	NN
yell	VB
yelling	NN
naturalist	NN
devolution	NN
process	NN
viscosimetry	NN
wink	VB
winking	NN
creditor	NN
shape	NN
toradol	NN
clear	NN
podargidae	NN
worsen	VB
unsanitariness	NN
sanitary_condition	NN
inactivate	VB
suck_in	VB
suck_out	VB
diet	NN
charm	NN
attractiveness	NN
differentiate	VB
department	NN
family_carapidae	NN
pearlfish	NN
gigabyte	NN
confessor	NN
groove	NN
groove	VB
fuel	VB
supply	VB
ponce	NN
mind	VB
gymnadenia	NN
dry-gulching	NN
slaying	NN
sorrel	NN
nerves	NN
willpower	NN
hawthorn	NN
theophrastaceae	NN
vole	NN
wood_rat	NN
show_the_door	VB
turn_out	VB
irish_moss	NN
red_algae	NN
viral_hemorrhagic_fever	NN
virus_infection	NN
wig	NN
postiche	NN
subdivision_basidiomycotina	NN
three-day_event	NN
equestrian_sport	NN
infer	VB
generalization	NN
transportation_system	NN
line	NN
strangle	VB
dilation_and_curettage	NN
curettement	NN
loxitane	NN
neuroleptic_drug	NN
republic_of_cuba	NN
landing_field	NN
installation	NN
argentine_republic	NN
south_american_nation	NN
idiom	NN
non-standard_speech	NN
literary_critic	NN
critic	NN
frankness	NN
honesty	NN
angelim	NN
tuck	VB
intromission	NN
usa	NN
united_states_army_special_forces	NN
travelling	NN
step	NN
kvetch	NN
whiner	NN
pusan	NN
ferric_oxide	NN
oxide	NN
phrase	NN
word	VB
miscarry	VB
putter_around	VB
putterer	NN
million_floating_point_operations_per_second	NN
mujahedeen_kompak	NN
tazicef	NN
shoestring_catch	NN
build	VB
construction	NN
machine	NN
shop_mechanic	NN
mindfulness	NN
thoughtful	JJ
portion	VB
houseplant	NN
tansy-leaved_rocket	NN
nervus	NN
radicle	NN
district_of_columbia	NN
federal_district	NN
bullyboy	NN
yobo	NN
linum	NN
somnambulist	NN
slumberer	NN
rake	NN
rake	VB
cotton_rush	NN
sedge	NN
water_speedwell	NN
riddle	NN
problem	NN
beater	NN
beat	VB
literate_person	NN
fraulein	NN
high_german	NN
vividness	NN
color_property	NN
sagittarius	NN
garment	NN
auk	NN
seafowl	NN
duel	VB
mastotermitidae	NN
mastotermes	NN
universe	NN
statistics	NN
ramontchi	NN
genus_descurainia	NN
logistician	NN
sound	NN
right	VB
right	NN
decryption	NN
decrypt	VB
atmospherical	JJ
atmosphere	NN
paltering	NN
prevarication	NN
follow	VB
take	VB
monmouth_court_house	NN
stand	VB
viewpoint	NN
craft	NN
stall	VB
stalling	NN
representation	NN
cook	NN
ready	VB
salutation	NN
munition	NN
wall	NN
get	VB
pass	VB
win	VB
tread-softly	NN
rub_down	VB
wax	NN
lipoid	NN
oenanthe	NN
tripper	NN
terabit	NN
saussurea	NN
multiple_voting	NN
save	VB
reserve	VB
slugfest	NN
scrap	NN
roast	VB
teasing	NN
mahdi	NN
underbid	VB
still_hunt	NN
hunting	NN
water_plantain	NN
umbrina	NN
indemnification	NN
repair	VB
dominate	VB
supremacy	NN
inferior_colliculus	NN
nerve_centre	NN
differential	JJ
first_derivative	NN
appear	VB
appearance	NN
disk_shape	NN
round	JJ
magnify	VB
magnitude	NN
drill	VB
anglicize	VB
english	JJ
pubic_louse	NN
sucking_louse	NN
poaceae	NN
genus_echinochloa	NN
slopseller	NN
cadiz	NN
crabby_person	NN
grump	NN
faculty_member	NN
honorary_society	NN
waver	NN
voiced_sound	NN
st._simon	NN
tenant	NN
madrasah	NN
religious_school	NN
sultanate_of_oman	NN
enlisted_person	NN
serviceman	NN
goodness	NN
morality	NN
higher_cognitive_process	NN
quantity	NN
video_display	NN
electronic_device	NN
prevention	NN
speculate	VB
speculator	NN
president_johnson	NN
newport_news	NN
run	VB
run	NN
replace	VB
mind	NN
intelligence	NN
tyre	NN
setter	NN
sporting_dog	NN
victim	NN
midwestern_united_states	NN
indiana	NN
oxygenize	VB
oxygenation	NN
ustilaginales	NN
warmth	NN
heat	VB
panic	VB
fear	VB
fibrosis	NN
pathology	NN
order_actiniaria	NN
genus_actinia	NN
accept	VB
stockhorn	NN
folklore	NN
traditional_knowledge	NN
persistence	NN
water_tap	NN
plumbing_fixture	NN
pius_ii	NN
education	NN
order_aphyllophorales	NN
feeling	NN
sour	VB
change_taste	VB
hop	NN
skip	VB
gin	VB
snare	NN
animal_husbandry	NN
suspect	NN
protozoa	NN
mastigophora	NN
indecency	NN
impropriety	NN
free_energy	NN
hill	VB
patent	NN
official_document	NN
insensible	JJ
insensitive	JJ
cesarian_section	NN
cesarian	JJ
sheep	NN
trotter	NN
give_the_gate	VB
split_up	VB
snuff	NN
touch	NN
obtrude_upon	VB
lycoperdaceae	NN
true_puffball	NN
myrtle_family	NN
myrtus	NN
misstatement	NN
presenter	NN
helper	NN
haulier	NN
haul	VB
hysteria	NN
manic_disorder	NN
fringillidae	NN
zonotrichia	NN
object	VB
protest	NN
spurge_family	NN
genus_croton	NN
laughter	NN
vocalization	NN
buzz	VB
buzz	NN
unlikeness	NN
unsimilarity	NN
habakkuk	NN
passivism	NN
tomahawk	NN
weapon_system	NN
beekeeping	NN
beekeeper	NN
psilotales	NN
fracture	VB
fracture	NN
brown_university	NN
university	NN
smilax_rotundifolia	NN
anoestrous	JJ
anoestrus	NN
sapindales	NN
staphylaceae	NN
attractive	JJ
attract	VB
shift	VB
go_up	VB
row	VB
rower	NN
snowflake	NN
bunting	NN
boniface_viii	NN
take_stock	VB
scrutiny	NN
tremor	VB
tremor	NN
spreading_factor	NN
enzyme	NN
class_aves	NN
order_gruiformes	NN
surgical_incision	NN
trial	NN
reminisce	VB
reminiscence	NN
yakety-yak	NN
bother	VB
turn_on	VB
pasang	NN
antelope	NN
ss	NN
police_force	NN
james_dean	NN
war_between_the_states	NN
vicksburg	NN
turdidae	NN
hinder	VB
impediment	NN
bacterium	NN
tone	VB
tone	NN
whirlpool	NN
whirlpool	VB
st._john_chrysostom	NN
lobe	NN
plant_structure	NN
wheeled_vehicle	NN
brake	NN
scissure	NN
vaporize	VB
pius_xii	NN
stock	NN
descend	VB
phylum_echinodermata	NN
crinoidea	NN
designing	NN
smoke	VB
give_out	VB
honker	NN
honk	VB
judge	VB
zambia	NN
chichewa	NN
stain	NN
sully	VB
memory_loss	NN
state_of_mind	NN
playing	NN
secure	VB
simmer	VB
shock	NN
shock	VB
thrift	NN
point	VB
pointer	NN
saurian	NN
saurian	JJ
honolulu	NN
peer	NN
taste	NN
taste	VB
divest	VB
free	VB
mesozoic_era	NN
triassic_period	NN
scolopacidae	NN
limnocryptes	NN
read	VB
read	VB
food_web	NN
environmental_science	NN
stupid_person	NN
simpleton	NN
pteris	NN
rotating_mechanism	NN
shaft	NN
family	NN
arenaviridae	NN
sure_thing	NN
moan	VB
groaner	NN
grade	NN
popularize	VB
vulgarize	VB
travel_by	VB
passerby	NN
solzhenitsyn	NN
exculpation	NN
hornet	NN
vespid_wasp	NN
pip_out	VB
snuff_it	VB
storm	VB
violent_disorder	NN
design	VB
think	VB
orange_tree	NN
citrus_tree	NN
squash_racquets	NN
yam_family	NN
tamus	NN
saxifraga	NN
strawberry_saxifrage	NN
consecration	NN
inocor	NN
qaeda	NN
hypochoeris	NN
renting	NN
venter	NN
soothe	VB
solacement	NN
ornithorhynchus	NN
striatum	NN
lentiform_nucleus	NN
subclass_discomycetes	NN
pezizales	NN
nihilism	NN
lawlessness	NN
neckband	NN
necklace	NN
walk	NN
streamlet	NN
watercourse	NN
alcoholize	VB
intoxicant	NN
absorb	VB
military_campaign	NN
cosmologist	NN
cosmology	NN
dutch	NN
west_germanic_language	NN
helix	NN
squandermania	NN
squandering	NN
tie	VB
relate	VB
offering	NN
donation	NN
tusk	VB
thrust	VB
vanessa	NN
trailer	NN
jayshullah	NN
reassertion	NN
avowal	NN
genus_aerides	NN
western_wall_flower	NN
genus_coronilla	NN
coronilla	NN
implicate	VB
lead	VB
find	VB
union	NN
sexual_practice	NN
pass_off	VB
emission	NN
numismatologist	NN
numismatology	NN
premiership	NN
prime_minister	NN
genus_chrysobalanus	NN
polyborus	NN
agential	JJ
pocket	NN
genus_blephilia	NN
sarajevo	NN
persuasive	JJ
persuade	VB
genus_chrysemys	NN
painted_turtle	NN
promenade	NN
promenade	VB
divert	VB
william_franklin_graham	NN
revivalist	NN
strix_nebulosa	NN
owl	NN
south_africa	NN
kalahari_desert	NN
storyteller	NN
flavour	NN
particle_physics	NN
theologize	VB
think_over	VB
mean	VB
implication	NN
circumspection	NN
discretion	NN
talinum	NN
talinum_spinescens	NN
plaiter	NN
plait	VB
tectonics	NN
personal_judgment	NN
judicial_decision	NN
surface	NN
relegate	VB
division	NN
drug	VB
mosaic	NN
humanistic	JJ
sea_trifoly	NN
presidential_term	NN
president	NN
calvinistical	JJ
genevan	NN
require	VB
requirement	NN
tone_of_voice	NN
tie	VB
mississippian	NN
period	NN
esquire	NN
metric_system	NN
begin	VB
start_out	VB
shaft	NN
lagodon	NN
squirrelfish	NN
logjam	NN
republic_of_ecuador	NN
coconspire	VB
machinate	VB
suspension	NN
suspend	VB
revivification	NN
improvement	NN
subclass_archaeornithes	NN
united_arab_republic	NN
nile_river	NN
scandinavia	NN
sweden	NN
genus_drimys	NN
winter's_bark_tree	NN
genus_forestiera	NN
heterotheca	NN
republic_of_ireland	NN
galway	NN
run_out	VB
waste_pipe	NN
malaysia	NN
os_nasale	NN
os	NN
flapper	NN
sightsee	VB
sightseeing	NN
nursemaid	NN
wet-nurse	VB
jakob_ludwig_karl_grimm	NN
cover	VB
solvent	NN
solvate	VB
crop	NN
plant_life	NN
neglecter	NN
neglect	VB
twine	VB
treason	NN
disloyalty	NN
order_neuroptera	NN
family_chrysopidae	NN
rapine	NN
plundering	NN
ready-to-wear	NN
wearable	NN
frame_up	VB
set_free	VB
liberty	NN
oyster	VB
pull_together	VB
pantomimist	NN
adapt	VB
spanish_needles	NN
burr	NN
exorcism	NN
exorcize	VB
genus_cypripedium	NN
sweeten	VB
permanent	JJ
permanency	NN
stoop	VB
flex	VB
managed_economy	NN
genus_galega	NN
genus	NN
veracruz	NN
susquehanna_river	NN
family_cicadidae	NN
evilness	NN
immorality	NN
central_dravidian	NN
dravidic	NN
sweet_pepper	NN
pepper	NN
family_acanthaceae	NN
graptophyllum	NN
joint	VB
links_course	NN
hazard	NN
right	JJ
shower	NN
horse_around	VB
tomfoolery	NN
loxodonta	NN
lincoln	NN
wolverine	NN
musteline_mammal	NN
vault	NN
jumping	NN
amalgam	NN
combination	NN
falsification	NN
kumquat_tree	NN
kumquat	NN
fatness	NN
smoothing_iron	NN
press	VB
sexual_love	NN
gang	NN
shadow	VB
tail	NN
land	NN
farm	VB
fascination	NN
sunflower_state	NN
chisholm_trail	NN
invite	NN
pay_for	VB
caramel	NN
confect	NN
undertake	VB
contractor	NN
pair_production	NN
aircraft	NN
read/write_memory	NN
magnetic_core	NN
key	NN
edible_bean	NN
legume	NN
germ_warfare	NN
bw	NN
starry_saxifrage	NN
saxifrage	NN
preserver	NN
trichosurus_vulpecula	NN
agent	NN
steamship	NN
steam_engine	NN
hub_of_the_universe	NN
charlestown_navy_yard	NN
genus_citroncirus	NN
sibilant_consonant	NN
sibilate	VB
genus_erigeron	NN
hole	NN
opening	NN
somnambulate	VB
pinus	NN
pinyon	NN
derivation	NN
slavonic	JJ
default_on	VB
nonremittal	NN
financial_center	NN
middle	NN
consummation	NN
consummate	VB
glyceria	NN
propagation	NN
genus_arceuthobium	NN
antennary	JJ
feeler	NN
sacking	NN
bag	VB
ruminant	NN
trauma	NN
restrict	VB
quality	NN
leucanthemum	NN
pyrenees_daisy	NN
outlook	NN
mental_attitude	NN
submariner	NN
sailor_boy	NN
stable	JJ
stability	NN
youth_culture	NN
generation	NN
quechuan	JJ
tread	VB
trampler	NN
reform	VB
move	VB
suggest	VB
hopper	NN
morphine	NN
painkiller	NN
sundew_family	NN
genus_drosophyllum	NN
range	NN
tract	NN
sexual_conquest	NN
seduce	VB
census	VB
nosecount	NN
peronosporales	NN
peronosporaceae	NN
schnauzer	NN
terrier	NN
tolmetin_sodium	NN
adhesive_material	NN
stuff	NN
slugger	NN
swig	VB
denial	NN
milk	VB
milk	NN
expostulate	VB
reason	VB
mafia	NN
mafioso	NN
pirouette	NN
whirl	NN
recuperation	NN
recuperate	VB
tenebrionidae	NN
tenebrionid	NN
subfamily_philadelphaceae	NN
genus_philadelphus	NN
correlational_statistics	NN
correlate	VB
rope_down	VB
phaeophyceae	NN
order_laminariales	NN
producer	NN
life_history	NN
careerist	NN
hopper	NN
orthopterous_insect	NN
inlay	NN
inlay	VB
genus_asarum	NN
foreshow	VB
gekkonidae	NN
ptychozoon	NN
waive	VB
intuition	NN
basic_cognitive_process	NN
flaming	NN
government_activity	NN
recklessness	NN
unthoughtfulness	NN
undress	VB
submersion	NN
submerse	VB
run	VB
conuropsis_carolinensis	NN
parroquet	NN
upsala	NN
hive	NN
receptacle	NN
visceral_brain	NN
neural_structure	NN
shame	VB
raise	VB
factor_iv	NN
coagulation_factor	NN
perceive	VB
lappland	NN
kit_up	VB
white_plague	NN
tuberculosis	NN
family_dipsacaceae	NN
genus_dipsacus	NN
run	VB
run	VB
string_theory	NN
weed	VB
sweet_gale	NN
virginia_mcmath	NN
therapy	NN
cu	NN
canonization	NN
orthodox_church	NN
tripper	NN
walker	NN
weekend	NN
genus_coprinus	NN
shaggymane_mushroom	NN
silver	NN
noble_metal	NN
traffic_pattern	NN
pouch	NN
general_anatomy	NN
deny	VB
moderate	VB
swill_down	VB
swilling	NN
soldiership	NN
skill	NN
sanction	VB
okey	NN
hard_palate	NN
librarianship	NN
librarian	NN
emergency_procedure	NN
retell	VB
re-create	VB
fashion_designer	NN
creator	NN
leontodon	NN
synchytriaceae	NN
synchytrium	NN
shoulder_bone	NN
glenoid_fossa	NN
excitement	NN
sensitive	JJ
meliaceae	NN
genus_entandrophragma	NN
cone	NN
conical	JJ
corner	NN
quandary	NN
ramification	NN
perplex	VB
staff	VB
emptiness	NN
subdivision_ginkgophytina	NN
order_ginkgoales	NN
nippon	NN
fukuoka	NN
pipidae	NN
amphibian_family	NN
vibrion	NN
opening_move	NN
open	VB
stir	NN
touch	VB
bushwhacker	NN
waylay	VB
pc_board	NN
plug-in	NN
temper	NN
humour	VB
yarn	NN
overcharge	NN
circulation	NN
puget_sound	NN
sound	NN
pteridophyta	NN
promoter	NN
genus_dama	NN
shaft	VB
bluepoint	NN
oyster	NN
shrine	VB
shrine	NN
rallidae	NN
rail	NN
june	NN
st_john's_night	NN
addict	NN
hook	VB
platycerium	NN
platycerium_bifurcatum	NN
sciolist	NN
amateur	NN
prepare	VB
numeracy	NN
panthera_pardus	NN
cat	NN
splinter	NN
periphery	NN
edge	NN
torment	VB
frustration	NN
patching	NN
patch	VB
disease	NN
sign	NN
genus_caladium	NN
premium	NN
reward	NN
caporetto	NN
saltiness	NN
hoper	NN
trust	VB
republic_of_paraguay	NN
have_a_bun_in_the_oven	VB
gestation_period	NN
ionosphere	NN
tractable	JJ
manageable	JJ
subclass_copepoda	NN
genus_cyclops	NN
human	JJ
manhood	NN
soleidae	NN
sole	NN
frame	NN
redact	VB
weakener	NN
weaken	VB
soldier	NN
leporid_mammal	NN
lagomorph	NN
quest	VB
genus_athene	NN
little_owl	NN
seal	NN
wester	NN
wind	NN
muffler	NN
seat	VB
voider	NN
ring_mail	NN
manifold	NN
piping	NN
issue	NN
mental_object	NN
niagara_falls	NN
horseshoe_falls	NN
clinch	NN
slip_noose	NN
accuser	NN
incriminate	VB
negroid	NN
deform	VB
deformation	NN
sentimentize	VB
active	JJ
volcano	NN
ring_of_color	NN
region	NN
memorize	VB
study	VB
modification	NN
rheum	NN
rhubarb_plant	NN
vervain_family	NN
genus_aegiceras	NN
inference	NN
infer	VB
felt	NN
matte_up	VB
page	NN
paginate	VB
ribes	NN
ribes_rubrum	NN
tetraonidae	NN
genus_bonasa	NN
plunderage	NN
peculation	NN
elevation	NN
raise	VB
portrayal	NN
pelecaniformes	NN
ds	NN
secure	VB
scrutinize	VB
auditor	NN
curia	NN
emanation	NN
matter	NN
silver_salmon	NN
salmon	NN
communistic	JJ
communism	NN
trance	VB
sweet_talker	NN
superposition	NN
crossbench	NN
amelanchier_alnifolia	NN
pseudomonadales	NN
spirillaceae	NN
salty	JJ
paralithodes	NN
inclosure	NN
trail	NN
zea_mays	NN
cornstalk	NN
robbery	NN
strip	VB
logical_relation	NN
relation	NN
shaddock	NN
citrus_fruit	NN
family_bradypodidae	NN
genus_bradypus	NN
genus_liparis	NN
oxycephaly	NN
congenital_disorder	NN
cover	VB
hide	VB
chamfer	VB
chamfer	NN
green_mountains	NN
settle	VB
preference	NN
prefer	VB
olecranon_process	NN
spew_out	VB
release	VB
variation	NN
deal	NN
share	VB
extirpate	VB
surgery	NN
push_aside	VB
reject	VB
go	VB
go	VB
puffin	NN
jerk	VB
disparagement	NN
indian_giver	NN
boot	VB
throw_out	VB
distinct	JJ
self-feeder	NN
plasticize	VB
stress	VB
truckle	VB
treat	VB
processor	NN
genus_coluber	NN
racer	NN
skate	NN
patina	NN
quenching	NN
termination	NN
repugn	VB
tilt	NN
interconnection	NN
stretch_out	VB
motion	VB
waiver	NN
edibleness	NN
genus_avicennia	NN
reproductive_system	NN
sex_organ	NN
superlative	NN
praise	NN
systematization	NN
organization	NN
genus_acanthisitta	NN
assault	NN
attempt	NN
crocheting	NN
crochet	VB
theory	NN
white_turnip	NN
turnip_plant	NN
genus_acris	NN
cricket_frog	NN
vet	VB
refinery	NN
works	NN
reassert	VB
verification	NN
positioning	NN
visible_radiation	NN
actinic_ray	NN
sleepover	NN
social_occasion	NN
take_down	VB
write_down	VB
pallium	NN
golgi_cell	NN
poplar_tree	NN
mobilization	NN
summon	VB
knucks	NN
set	NN
set_up	VB
subvert	VB
subverter	NN
sufficiency	NN
relative_quantity	NN
brahmin	NN
brahmin	NN
family_corixidae	NN
presence	NN
present	JJ
sphyraena_barracuda	NN
tonsilla_pharyngealis	NN
wapiti	NN
lycosidae	NN
wolf_spider	NN
methane	NN
preemption	NN
legal_principle	NN
officiate	VB
role	NN
davenport	NN
perambulate	VB
inspect	VB
mediation	NN
mediate	VB
reorder	VB
reordering	NN
theatrical_role	NN
portrayal	NN
exploitation	NN
tap	VB
mousse	NN
toiletry	NN
tineoidea	NN
symbololatry	NN
collapse	NN
give_way	VB
excommunication	NN
unchurch	VB
electric_lamp	NN
lamp	NN
cannula	NN
tubing	NN
generousness	NN
generous	JJ
refiner	NN
refine	VB
antineoplastic_antibiotic	NN
network	NN
electronics	NN
trade	NN
barter	VB
ramphastidae	NN
golf-club_head	NN
golf_game	NN
warrant	NN
quartette	NN
riddance	NN
removal	NN
salisbury	NN
spillage	NN
straighten_out	VB
inhalation_general_anesthetic	NN
flush_it	VB
pearl_sydenstricker_buck	NN
semitrailer	NN
snap	NN
toss	NN
sciuridae	NN
plunge	VB
massorete	NN
student	NN
indicative_mood	NN
indicative	JJ
nurse	VB
nurse	NN
etymologize	VB
etymology	NN
genus_daboecia	NN
salix	NN
sitting	NN
sit	VB
meanwhile	RB
pteridaceae	NN
fern_family	NN
thrinax_parviflora	NN
fan_palm	NN
red_raspberry	NN
raspberry_bush	NN
european_union	NN
keep	VB
withhold	VB
focus	VB
herniation	NN
rupture	NN
phylum_arthropoda	NN
stop	NN
stop	VB
hyacinth	NN
britches	NN
knickers	NN
belgian	NN
vindication	NN
vindicate	VB
sesamum_indicum	NN
serenade	NN
serenade	VB
swank	NN
cartoon	VB
sketch	NN
keynote	NN
topic	NN
blow_out	VB
take_fire	VB
comparison	NN
liken	VB
scuba	NN
oxygen_mask	NN
observation	NN
propose	VB
proposer	NN
policeman	NN
sanitate	VB
eyetooth	NN
tooth	NN
tergiversate	VB
prevarication	NN
molestation	NN
flying_bird	NN
toll	NN
toll	VB
filling	NN
finding	NN
rule	VB
heterodon	NN
masterwort	NN
shun	VB
blackball	NN
sponsor	NN
sandwich_islands	NN
oahu_island	NN
witch	NN
kyphosidae	NN
sea_chub	NN
sprout	NN
gusher	NN
jet	VB
restrain	VB
intimidation	NN
pay_out	VB
spending	NN
hiding	NN
hold_in	VB
star_divination	NN
astrologist	NN
explanation	NN
unconsciousness	NN
pectinidae	NN
mollusk_family	NN
ophiodon_elongatus	NN
scorpaenoid_fish	NN
hassidim	NN
orthodox_judaism	NN
incitement	NN
prod	VB
ojibway	NN
plains_indian	NN
lead_on	VB
substance	NN
smut_fungus	NN
conserve	VB
preserves	NN
boom_out	VB
thunder	NN
set_up	VB
lamb	NN
meat	NN
ricebird	NN
oriole	NN
winnowing	NN
scoffer	NN
stuff	VB
neglect	NN
blowing_up	NN
reproval	NN
field_day	NN
day	NN
gunshot	NN
shot	NN
bobsleigh	NN
sleigh	NN
sister	NN
warm	JJ
friendly	JJ
muntingia	NN
silkwood	NN
suffragette	NN
genus_buxus	NN
boxwood	NN
lepisosteidae	NN
lepisosteus	NN
student	NN
bin_liner	NN
incise	VB
reproductive_structure	NN
squirrel's-foot_fern	NN
davallia	NN
sarraceniaceae	NN
genus_darlingtonia	NN
oddball	NN
lonicera	NN
honeysuckle	NN
genus_capsicum	NN
cone_pepper	NN
pit	NN
incurvature	NN
log	NN
written_record	NN
warrior	NN
spreading	NN
extension	NN
tier	NN
genus_bougainvillea	NN
fraud	NN
driver	NN
smart_money	NN
restitution	NN
cough	VB
withstand	VB
withstander	NN
stocktaking	NN
take_stock	VB
store	NN
atrium_of_the_heart	NN
auricular_appendix	NN
outline	VB
station	NN
social_status	NN
heroics	NN
nutritionist	NN
butt	VB
butt_joint	NN
republic_of_kazakhstan	NN
dip	NN
souse	VB
news_media	NN
print_media	NN
tug	VB
tote_bag	NN
throttler	NN
scrag	VB
screen	VB
genus_arenaria	NN
sandwort	NN
malcolmia	NN
genus_bessera	NN
nucleus	NN
chromosome	NN
maturity	NN
adult	NN
athletic_game	NN
game	NN
significance	NN
substance	NN
fattiness	NN
fatty	JJ
skulker	NN
skulk	VB
unvarying	JJ
same	JJ
zombie	NN
get_away	VB
escape	NN
us_military_academy	NN
wapiti	NN
peripateticism	NN
pay_off	VB
undetermined	JJ
inconclusive	JJ
taxonomy	NN
taxonomical	JJ
lineage	NN
diplomatist	NN
varsity_sock	NN
sock	NN
operate	VB
incinerate	VB
burner	NN
sympathetic	JJ
resistance	NN
group_action	NN
regular_polyhedron	NN
polyhedron	NN
counter	NN
skip	NN
take_out	VB
countersuit	NN
ukrayina	NN
carpathians	NN
stipulation	NN
stipulate	VB
zeomorphi	NN
monopoly	NN
dominance	NN
complex_sentence	NN
subordinate_clause	NN
bind	VB
cover	NN
fitting	NN
gaelic	JJ
celtic_language	NN
veneration	NN
venerate	VB
market	VB
commercialization	NN
covering_material	NN
overrun	VB
whittle	VB
paper_fastener	NN
houston	NN
mower	NN
cleansing_agent	NN
make_clean	VB
great_arabian_desert	NN
rub_al-khali	NN
buddhism	NN
religion	NN
voluble	JJ
long_beach	NN
sizz	VB
sibilation	NN
vanadium	NN
standing	NN
stand_up	VB
semifinalist	NN
wane	VB
waning	NN
vacationist	NN
nonworker	NN
genus_clusia	NN
strangler_fig	NN
harmonization	NN
vocalizing	NN
genus_enterolobium	NN
rush	VB
rusher	NN
wring	VB
surcharge	VB
dock	VB
inspector	NN
see	VB
separate	JJ
single	JJ
people	VB
people	NN
st_john's_wort_family	NN
flux	VB
disulfiram	NN
glycyrrhiza	NN
lay_eyes_on	VB
see	VB
viola	NN
marketing	NN
shopping	NN
nerve	NN
w	NN
wreak	VB
pull_off	VB
joke	VB
inflammation	NN
excite	VB
chamaeleo_chamaeleon	NN
chameleon	NN
commonwealth_of_nations	NN
consummation	NN
ribbon	NN
decorate	VB
motor	VB
unsuccessful_person	NN
lard	VB
teacake	NN
craps	NN
roll	NN
genus_abutilon	NN
senecio_cineraria	NN
sterilizer	NN
sterilize	VB
rusticate	VB
rustic	NN
splay	VB
dislocation	NN
khyber_pass	NN
pass	NN
trip-up	NN
trip_up	VB
genus_certhia	NN
turbatrix	NN
vinegar_worm	NN
address	VB
access	VB
vulture	NN
attacker	NN
sweet-potato_whitefly	NN
whitefly	NN
demagnetize	VB
coloured	JJ
malocclusion	NN
odontology	NN
propel	VB
shell	VB
shell	NN
november	NN
thanksgiving_day	NN
censor	VB
rosiness	NN
healthiness	NN
suppressor	NN
ferrara	NN
essay	NN
fish	VB
take_hold_of	VB
convey	VB
imparting	NN
review	NN
review	VB
prioress	NN
abbatial	JJ
unhappy	JJ
unhappy	JJ
climber	NN
forget	VB
mental_block	NN
embarrassment	NN
shame	NN
muridae	NN
subfamily_hydromyinae	NN
spread	VB
ischemic_stroke	NN
ischemia	NN
planner	NN
figure	VB
mugilidae	NN
mugil	NN
chadic_language	NN
hamito-semitic	NN
nineveh	NN
hold	VB
call	VB
bidder	NN
zymosis	NN
chemical_process	NN
seek	VB
seeking	NN
submission	NN
statistical_procedure	NN
method	NN
cinch	VB
lichanura	NN
piloting	NN
subtlety	NN
refine	VB
oujda	NN
wheedling	NN
temptation	NN
cabin	NN
jolt	VB
shock	NN
freewheel	VB
freewheeler	NN
abdominal_muscle	NN
sniveling	NN
playback	NN
replay	VB
hive	VB
store	VB
republic_of_croatia	NN
croatian	NN
commercial	JJ
mercantilism	NN
loneliness	NN
unhappiness	NN
senatorship	NN
stillness	NN
twist	NN
curved_shape	NN
educate	VB
pedagogue	NN
immobilize	VB
freeze	NN
mobile	NN
sweet	JJ
sugary	JJ
teacher	NN
teach	VB
penicillamine	NN
soot_black	NN
inkiness	NN
pediatrist	NN
pedology	NN
retinal_detachment	NN
family_colubridae	NN
hylobates	NN
suss_out	VB
tick_off	VB
check	NN
ecumenism	NN
religious_doctrine	NN
grand_inquisitor	NN
warning_of_attack	NN
mainstay	NN
isopod	NN
swimmeret	NN
sartre	NN
drive	VB
drive	VB
aluminize	VB
